,Created_at,agg_neg,agg_nue,agg_pos,number of tweets
112,2020-04-22,0.12680360609231203,0.7357498832126298,0.1374465106460724,74
113,2020-04-23,0.11167507091974478,0.6297557629498337,0.25856915827061683,94
114,2020-04-24,0.12953129393140184,0.6704745735158544,0.1999941365949969,107
115,2020-04-25,0.16330275770791486,0.6672058734967277,0.16949136913397286,67
116,2020-04-26,0.16154438298496748,0.6632764128934988,0.17517920286756838,62
117,2020-04-27,0.14411815524162572,0.6581192444573534,0.19776260348041022,95
118,2020-04-28,0.1307056052282813,0.6770806862361044,0.19221370247979233,96
119,2020-04-29,0.17044561642650458,0.6380496786116894,0.19150470754640975,274
120,2020-04-30,0.2573005298461701,0.575748745279331,0.16695072655172866,204
121,2020-05-01,0.20725509630008798,0.639779516830293,0.15296538708771903,296
122,2020-05-02,0.19271372235659887,0.6311997336496077,0.1760865414228867,164
123,2020-05-03,0.17354616662476915,0.6577342383374474,0.16871960131463953,108
124,2020-05-04,0.17584546091409106,0.6793214995306464,0.14483303549486984,100
125,2020-05-05,0.0994015958310976,0.6693965339797026,0.23120186088682784,93
126,2020-05-06,0.15021669390196862,0.6515953541556683,0.19818794624106814,102
127,2020-05-07,0.13538661665353635,0.6525818986908609,0.21203148002462352,105
128,2020-05-08,0.10561457079586252,0.6940987542412436,0.2002866768732265,121
129,2020-05-09,0.17753211244138475,0.6496075113248979,0.17286037226843706,223
130,2020-05-10,0.21466483951569876,0.6007492108573795,0.18458594964941516,301
131,2020-05-11,0.22020398738731795,0.6180159348197701,0.16178007799134533,379
132,2020-05-12,0.23095082910835807,0.6126264605446501,0.1564227133244883,350
133,2020-05-13,0.164734020622366,0.6524260836229918,0.1828398990891782,207
134,2020-05-14,0.15944367655478253,0.7055082925902553,0.13504802958072815,137
135,2020-05-15,0.15017884372299964,0.6480785959757397,0.20174255513631179,98
136,2020-05-16,0.13166443270674275,0.637600794824236,0.23073477460648123,116
137,2020-05-17,0.1759738326259582,0.6221711292255957,0.20185503837159205,100
138,2020-05-18,0.17704188153632977,0.6720217409775175,0.15093638362106582,102
139,2020-05-19,0.1260894461610487,0.6576029671859628,0.21630759609422062,123
140,2020-05-20,0.1495995223966147,0.6859444066607774,0.16445606951191183,92
141,2020-05-21,0.1080275360951419,0.6574168524758018,0.2345556094932986,85
142,2020-05-22,0.12805978038109078,0.7070601035696693,0.1648801224762904,78
143,2020-05-23,0.12730163378185944,0.6472549083498363,0.22544345580294678,89
144,2020-05-24,0.1930469270443052,0.5656400004389236,0.24131307044163358,50
145,2020-05-25,0.16873285509659902,0.6347112041380445,0.19655594557364797,65
146,2020-05-26,0.12367850461507778,0.6824286028878501,0.1938928845683741,70
147,2020-05-27,0.13545992037015075,0.6398279744554893,0.22471210491601865,238
148,2020-05-28,0.11271360512518402,0.6459142113067727,0.24137219135022678,82
149,2020-05-29,0.11007004176884116,0.6229164259633861,0.2670135267634376,92
150,2020-05-30,0.12357620807495867,0.5823836814276986,0.2940401134366786,217
151,2020-05-31,0.15868202072428217,0.6438054966905018,0.19751248588433531,97
152,2020-06-01,0.12963900286255245,0.6406270317039993,0.22973397045716848,89
153,2020-06-02,0.14864051555433386,0.6639675610946555,0.18739193029580922,59
154,2020-06-03,0.10748272234890999,0.6876628208588883,0.20485445421765042,96
155,2020-06-04,0.1304981276855807,0.7105424957141441,0.15895938328599937,160
156,2020-06-05,0.13328299956140816,0.6719206470703645,0.19479635846901297,142
157,2020-06-06,0.18644878284685787,0.663741661793525,0.14980955097487272,97
158,2020-06-07,0.11327427049118434,0.6785067250702259,0.20821900422020487,68
159,2020-06-08,0.11495246941411257,0.6959359879787542,0.189111545302248,89
160,2020-06-09,0.16665389695361582,0.6649175020644842,0.1684286044569781,99
161,2020-06-10,0.12337805916950254,0.6392475566110329,0.2373743811595981,205
162,2020-06-11,0.12249747823956725,0.6822562468852853,0.19524627171918638,140
163,2020-06-12,0.16429618276878138,0.6656056256881745,0.1700981917188325,96
164,2020-06-13,0.15204402706703485,0.6204870895904565,0.22746887822287729,73
165,2020-06-14,0.1069149787862827,0.6631201839953473,0.22996483695890363,66
166,2020-06-15,0.11719985513267454,0.6811769510403903,0.20162319596306752,93
167,2020-06-16,0.15540596263278067,0.6595189957078702,0.18507504985064827,133
168,2020-06-17,0.15283009248757018,0.6705307557753704,0.17663915140393333,115
169,2020-06-18,0.1944922342305956,0.6693444693294199,0.13616329963493762,94
170,2020-06-19,0.1666999694308,0.6631745839563101,0.17012543806892994,99
171,2020-06-20,0.1487179991394099,0.6063623708854973,0.24491963033703898,75
172,2020-06-21,0.1272806671379721,0.6656443075310481,0.20707501554759672,81
173,2020-06-22,0.11907401397538533,0.6742200244603569,0.20670596587675896,123
174,2020-06-23,0.15417231462843906,0.690631306055788,0.15519638051437587,106
175,2020-06-24,0.18605981932058158,0.6679465479339617,0.14599363257636264,112
176,2020-06-25,0.13026508543162754,0.6281680016060879,0.2415669096830977,106
177,2020-06-26,0.15673609527958154,0.6533857835884498,0.18987812679712676,116
178,2020-06-27,0.13930431888674297,0.6507338459306534,0.20996183365597745,101
179,2020-06-28,0.09775148094661304,0.6000025101593552,0.3022460089514762,165
180,2020-06-29,0.1589837793411662,0.627649940831342,0.2133662811911544,104
181,2020-06-30,0.1348743500683974,0.6255398361457583,0.23958581213882404,152
182,2020-07-01,0.13695309492121155,0.6459116488042871,0.2171352532529684,220
183,2020-07-02,0.1485356625618984,0.6227501807762831,0.22871415147617383,281
184,2020-07-03,0.14813955839179735,0.620374414820957,0.2314860278307294,132
185,2020-07-04,0.18841300481437182,0.6183144643694454,0.19327253403175088,115
186,2020-07-05,0.1487482486593522,0.6052661453042839,0.2459856022350722,136
187,2020-07-06,0.1606440147609116,0.6335946652493443,0.20576132115078716,202
188,2020-07-07,0.1412817839520733,0.6632434316697698,0.19547478938430238,182
189,2020-07-08,0.13397468471733343,0.6838371279854889,0.1821881898690985,158
190,2020-07-09,0.14617013414143148,0.6992069849347602,0.15462287735537353,133
191,2020-07-10,0.14109017384499908,0.6276424663251817,0.23126736035688322,246
192,2020-07-11,0.14275163858937223,0.6656626427343804,0.19158571237001834,172
193,2020-07-12,0.1531949726912291,0.6785809805385836,0.16822404771450575,154
194,2020-07-13,0.15130266309350698,0.677406535553339,0.1712907989346442,373
195,2020-07-14,0.08035092526802345,0.6743665608222277,0.24528251529053682,490
196,2020-07-15,0.13083346403668222,0.6666871300520487,0.20247940212503182,290
197,2020-07-16,0.15257859289553938,0.6890704446781323,0.1583509604998339,159
198,2020-07-17,0.12817044531137756,0.64470591806517,0.22712363025929608,133
199,2020-07-18,0.13658601957319613,0.6914579965672643,0.17195598568857337,124
200,2020-07-19,0.14735256490728876,0.6473250489012803,0.2053223865290955,105
201,2020-07-20,0.15830324233361015,0.6681919299199193,0.1735048274558632,164
202,2020-07-21,0.11490595405116337,0.6853032283690922,0.19979081821728653,181
203,2020-07-22,0.14066675138103535,0.6519438786256564,0.20738936718110798,405
204,2020-07-23,0.16286932288659098,0.6442029508995902,0.19292772384778617,306
205,2020-07-24,0.1547513318868467,0.6441064244607234,0.20114224341321088,241
206,2020-07-25,0.17298104017716867,0.634268047265206,0.19275091553336438,178
207,2020-07-26,0.14908259570916252,0.6463362208272837,0.2045811757688994,132
208,2020-07-27,0.17324176773650526,0.6539049773503267,0.17285326073935148,149
209,2020-07-28,0.17650791790968257,0.6319309797985369,0.19156109332874666,170
210,2020-07-29,0.14935340047547643,0.6657693184690858,0.18487728215147198,123
211,2020-07-30,0.15479385535384316,0.6550165584312964,0.1901895816289532,102
212,2020-07-31,0.13877738295821118,0.6504879483624197,0.2107346794977483,102
213,2020-08-01,0.1383650309193252,0.674196010862712,0.1874389619702053,113
214,2020-08-02,0.09209918755875184,0.6517908876517895,0.2561099192668133,120
215,2020-08-03,0.12010277294939567,0.7191893071030202,0.160707926996735,85
216,2020-08-04,0.1240987281806452,0.6563400024343812,0.21956126340915982,91
217,2020-08-05,0.15355065180155716,0.6752009071276376,0.17124844404390602,89
218,2020-08-06,0.14928558054705912,0.6139403039625058,0.2367741162179648,110
219,2020-08-07,0.14500309343649742,0.6118386884053019,0.24315821623918715,110
220,2020-08-08,0.1301760318168936,0.6229374812601014,0.24688648516799128,87
221,2020-08-09,0.12863419978322554,0.615040155693643,0.2563256408712337,102
222,2020-08-10,0.12821218721558839,0.6927287225089197,0.179059097840192,121
223,2020-08-11,0.1513644660717806,0.6715040820823021,0.17713145140792125,148
224,2020-08-12,0.16967863501680633,0.6482411396974073,0.18208022576214927,208
225,2020-08-13,0.13611906524862413,0.6874431204374378,0.17643781871501563,168
226,2020-08-14,0.12346803465121334,0.6751664708669741,0.20136549889297803,124
227,2020-08-15,0.11358074785459282,0.6501269147653203,0.23629234515416764,88
228,2020-08-16,0.1423510708355982,0.6168481524081679,0.24080077584572238,120
229,2020-08-17,0.11930830398693965,0.70298799227184,0.17770369990344007,293
230,2020-08-18,0.1292745188185447,0.6790520247826807,0.19167345157861737,348
231,2020-08-19,0.15680125908217496,0.6666788892775243,0.17651984932845613,234
232,2020-08-20,0.1418962877200151,0.660700608165149,0.19740310981881656,301
233,2020-08-21,0.13533431409481372,0.6832378109955621,0.1814278713361719,297
234,2020-08-22,0.11528434591116735,0.6671836840154167,0.21753196369341968,133
235,2020-08-23,0.1289333833856767,0.6428389548655027,0.22822766351071747,108
236,2020-08-24,0.1460563004583475,0.6723341763293323,0.18160952208625092,166
237,2020-08-25,0.12734280128097097,0.6932307171224149,0.17942648242553372,169
238,2020-08-26,0.13887822423953197,0.6587270970946125,0.20239467767097416,198
239,2020-08-27,0.13522292041285855,0.6807242924373631,0.18405278954388066,195
240,2020-08-28,0.1379145050546361,0.6704806212783931,0.19160487170970208,214
241,2020-08-29,0.17270702716121963,0.6355411385906383,0.1917518308629665,166
242,2020-08-30,0.14610223344780648,0.655540586341992,0.19835717961827526,112
243,2020-08-31,0.14223769328662303,0.6595074289203352,0.19825487545212486,393
244,2020-09-01,0.1484009949038594,0.6615609587497165,0.1900380438649803,291
245,2020-09-02,0.14387773722659689,0.6836615504580532,0.1724607134855158,212
246,2020-09-03,0.17742240842844273,0.634721738303896,0.1878558502562233,232
247,2020-09-04,0.1703415883431132,0.6287309251788028,0.20092748510244857,219
248,2020-09-05,0.1419082495717052,0.688396055624119,0.16969570000220485,132
249,2020-09-06,0.20512539210852687,0.6293918613138793,0.16548273817315576,86
250,2020-09-07,0.1720280302190989,0.6466464504486762,0.18132551689394794,137
251,2020-09-08,0.2064823124297682,0.6184287953950903,0.17508889356287274,281
252,2020-09-09,0.16871160090949577,0.6344398425673498,0.19684856305599324,219
253,2020-09-10,0.15852048397745663,0.6575036710257367,0.18397584494235736,217
254,2020-09-11,0.15666215288054217,0.6786673316993828,0.1646705153602191,180
255,2020-09-12,0.1503787113239056,0.640393537254202,0.209227746939044,125
256,2020-09-13,0.14631968376224172,0.6398012445187459,0.21387907205248502,110
257,2020-09-14,0.13471466002034732,0.6366679774334564,0.22861736281301043,160
258,2020-09-15,0.1577614468942001,0.6525489385044893,0.18968961220036698,171
259,2020-09-16,0.18085162062649793,0.673704303014994,0.145444070156325,135
260,2020-09-17,0.16755728075759765,0.6433764870143153,0.18906623485852303,166
261,2020-09-18,0.11960760700409231,0.6666926240094946,0.21369976347820288,163
262,2020-09-19,0.1521359505652808,0.643600085199525,0.20426395391632643,92
263,2020-09-20,0.14855044117735985,0.6602766480653346,0.1911729169429558,112
264,2020-09-21,0.12974895385344726,0.6763264695435811,0.19392457704158272,234
265,2020-09-22,0.1439448684616564,0.6720393502422765,0.18401578030255009,491
266,2020-09-23,0.16303219290185328,0.6533359851950021,0.18363182197410266,471
267,2020-09-24,0.15568759552474365,0.6705246569558132,0.17378774586161622,272
268,2020-09-25,0.14526661727214155,0.6787897857302128,0.17594359116281427,189
269,2020-09-26,0.14715601108267623,0.6512514477931489,0.20159254458021394,150
270,2020-09-27,0.16253198108158798,0.6434557464501166,0.19401227102924531,128
271,2020-09-28,0.1378332061019108,0.6825159839965278,0.17965080265519,153
272,2020-09-29,0.11664007200181115,0.7039603369295079,0.17939958779762658,134
273,2020-09-30,0.17900183291847774,0.658596301812215,0.16240186658244563,117
274,2020-10-01,0.15873491740220447,0.6860035930416053,0.15526148228487996,142
275,2020-10-02,0.13750645999218075,0.6519974951281845,0.21049604280042913,196
276,2020-10-03,0.14064438440543678,0.672369959567106,0.18698565399657632,104
277,2020-10-04,0.1244523305835009,0.6572548005862483,0.21829287094682812,89
278,2020-10-05,0.1189228413535717,0.6770228543430815,0.2040543034233181,117
279,2020-10-06,0.11794220264881324,0.6766579698976074,0.20539982534854276,137
280,2020-10-07,0.1761582211272758,0.6504745093307063,0.17336726610528275,136
281,2020-10-08,0.10381553264908512,0.6979348302369726,0.19824963249482694,123
282,2020-10-09,0.15419702423897647,0.6459238496891528,0.1998791245492736,112
283,2020-10-10,0.11412760553543339,0.6292627618993183,0.25660962503214063,97
284,2020-10-11,0.1161054734493526,0.6645867886895358,0.21930772748275287,88
285,2020-10-12,0.12377583264807544,0.6776680596689549,0.1985561117668988,84
286,2020-10-13,0.1608516741128656,0.6654793090443383,0.17366902286156846,113
287,2020-10-14,0.14766833260462672,0.6753990787392612,0.17693258869657277,143
288,2020-10-15,0.17357313349736658,0.641141871570842,0.18528499877051377,122
289,2020-10-16,0.12560642493362578,0.6952108116294667,0.17918276184739312,157
290,2020-10-17,0.13619299773487986,0.646624188562754,0.21718280970695414,120
291,2020-10-18,0.12411544346413927,0.6108074111427012,0.2650771461954191,106
292,2020-10-19,0.1855395426922651,0.6515634602815645,0.1628969933635101,116
293,2020-10-20,0.12851754296811796,0.7099719017997578,0.16151056186998347,113
294,2020-10-21,0.14502249051556615,0.6605556736960426,0.19442183113405453,268
295,2020-10-22,0.14449008817817965,0.6759110441792616,0.1795988615691176,232
296,2020-10-23,0.11767793028284214,0.6329680713106414,0.24935399841229003,180
297,2020-10-24,0.17288911364538306,0.6293462373888261,0.19776464483139125,127
298,2020-10-25,0.14438372008302838,0.663871348678188,0.19174492401637186,133
299,2020-10-26,0.14720055310194147,0.6559362563333128,0.1968631893269077,128
300,2020-10-28,0.14616126624756812,0.6350642219131198,0.21877451357003114,108
301,2020-10-29,0.17626262906410356,0.6604835517712203,0.16325380650601984,129
302,2020-10-30,0.15275278582778065,0.667242899306925,0.18000430972763404,112
303,2020-10-31,0.11854807943481822,0.6822755842695222,0.1991763348481306,74
304,2020-11-01,0.1515670017111644,0.641963178701384,0.2064698207059493,86
305,2020-11-02,0.14018509379464408,0.6167662700976282,0.2430486330561295,94
306,2020-11-03,0.09946117978998861,0.649363422295395,0.25117540205301575,87
307,2020-11-04,0.15025878682780205,0.6233834643935267,0.22635775087237767,73
308,2020-11-05,0.1673306762610871,0.6492971574666712,0.18337216553043467,91
309,2020-11-06,0.1406354279097869,0.6333751924264879,0.22598939214077357,108
310,2020-11-07,0.14044930494092595,0.7004138906745391,0.15913679322381605,79
311,2020-11-08,0.11416036174876198,0.6612238144318291,0.22461582305617397,55
312,2020-11-09,0.14468734951289405,0.6446549940493916,0.2106576547010296,112
313,2020-11-10,0.11694392806527852,0.6658737956655992,0.21718228800467876,78
314,2020-11-11,0.14102543596266767,0.6316066660452504,0.22736790202070103,81
315,2020-11-12,0.13940118137135082,0.678100088917466,0.18249872704199535,82
316,2020-11-13,0.15970022854887422,0.6712897257564527,0.16901005004316877,101
317,2020-11-14,0.2138343814938838,0.6599521916012558,0.12621342771482338,97
318,2020-11-15,0.1394987123092644,0.7025901643710226,0.15791111409952893,71
319,2020-11-16,0.13190598197888587,0.6375692004391577,0.23052481346195453,163
320,2020-11-17,0.11156754266623216,0.6746084441438621,0.21382401806690737,236
321,2020-11-18,0.10005574060497549,0.6529199780827849,0.24702427706936927,216
322,2020-11-19,0.14683076576594267,0.6089076879497081,0.2442615465480502,142
323,2020-11-20,0.13883009810433636,0.6579845431778747,0.2031853603554356,114
324,2020-11-21,0.1267485143088392,0.6066416143924556,0.26660986137096826,69
325,2020-11-22,0.14137150326115402,0.6865755525235226,0.17205294607683683,88
326,2020-11-23,0.14349815434592697,0.6393100218777399,0.21719182688922506,137
327,2020-11-24,0.11505304257793156,0.658915910572981,0.22603104454323908,256
328,2020-11-25,0.1365342387733627,0.5928599292717486,0.27060583361420704,167
329,2020-11-26,0.11908835012132729,0.6128357149956498,0.2680759350314868,124
330,2020-11-27,0.1442594962147342,0.6362087601116614,0.21953174331023598,130
331,2020-11-28,0.13195262629598195,0.674171991867887,0.1938753826382207,117
332,2020-11-29,0.12787699673795164,0.6635812768141285,0.20854172535070772,113
333,2020-11-30,0.1664236866998027,0.6720115114808528,0.16156479309250243,117
334,2020-12-01,0.13181831064178523,0.6747341929668128,0.19344749375793333,145
335,2020-12-02,0.13819939354186828,0.6862728207521767,0.17552778348491732,139
336,2020-12-03,0.1412971487932938,0.67921779263912,0.1794850631518697,111
337,2020-12-04,0.1711560710595341,0.6807621132590681,0.14808181153008923,131
338,2020-12-05,0.12723800108184521,0.6528591172097011,0.21990287900622546,77
339,2020-12-06,0.15132961898781883,0.6862470776033495,0.16242330065860228,85
340,2020-12-07,0.12998749032340434,0.6339506713879738,0.23606184144512635,159
341,2020-12-08,0.11817325778473002,0.670377627805863,0.21144911730196575,216
342,2020-12-09,0.16278937111350547,0.637573736409053,0.19963688958647582,174
343,2020-12-10,0.15152544358192516,0.6644335041427739,0.18404105770136936,174
344,2020-12-11,0.13376412768763501,0.7382945685861283,0.12794130491358385,123
345,2020-12-12,0.12185971704132835,0.678220394739872,0.19991988885273954,108
346,2020-12-13,0.11818886860317665,0.7271513781665574,0.1546597485409585,119
347,2020-12-14,0.12484112297236998,0.6607833434433251,0.21437553501636183,147
348,2020-12-15,0.14305923951526278,0.6692170823073659,0.18772368710635545,124
349,2020-12-16,0.13790599071444518,0.6722319513962526,0.18986205795378638,124
350,2020-12-17,0.12791807946479314,0.678597971829668,0.19348395621900483,133
351,2020-12-18,0.14371863735497015,0.6742318471568032,0.18204951989173834,218
352,2020-12-19,0.16808776374692902,0.6098426886836423,0.22206955034464318,156
353,2020-12-20,0.1282146782171976,0.6451976457270451,0.2265876784090014,261
354,2020-12-21,0.13474338745712927,0.6241842774562486,0.24107233827202174,272
355,2020-12-22,0.15002830859085486,0.6624024127068626,0.18756927375564733,221
356,2020-12-23,0.14555892292356828,0.6794026708197286,0.1750384087963734,226
357,2020-12-24,0.12534157314322153,0.6422321997768109,0.232426228742164,146
358,2020-12-25,0.10847127195660604,0.6129514221460872,0.27857730557765337,133
359,2020-12-26,0.14098167591347152,0.6162645223866752,0.24275380106042918,169
360,2020-12-27,0.1401100071840844,0.6770957803577883,0.1827942104143243,154
361,2020-12-28,0.13319063848097726,0.6769258690597839,0.18988349451118017,276
362,2020-12-29,0.13432246005302118,0.7056774130227556,0.16000013104104194,223
363,2020-12-30,0.11974133937243052,0.6497158095872582,0.23054285376151185,263
364,2020-12-31,0.1325915499869844,0.6241857605333887,0.24322268838916503,242
365,2021-01-01,0.12617239617846765,0.6478011559874858,0.22602644563454333,181
366,2021-01-02,0.14968810818563125,0.6245297388151845,0.22578215671739504,315
367,2021-01-03,0.10834848307845298,0.6797558324005231,0.2118956806576931,263
