,Date,Open,Volume,price action_bearish,price action_bullish,Negativity,Neutrality,Positivity,Number of tweets
27,2020-02-11,51.252666,175462500,0,0,0.12672699264196235,0.6833320705906711,0.18994093894671113,120
28,2020-02-12,51.858002,180337500,0,0,0.10025335430020996,0.6550482718612456,0.24469837660204302,151
29,2020-02-13,49.456001,394339500,0,0,0.13168417375032024,0.6729764278462433,0.19533940003808056,205
30,2020-02-14,52.481335,235405500,0,0,0.1607867907588378,0.6803451668043295,0.15886803837407779,143
31,2020-02-18,56.106667,245725500,0,0,0.1552626287520038,0.6271903471750818,0.21754703001541478,172
32,2020-02-19,61.566666,381345000,0,0,0.15966410214011106,0.6590070410171589,0.18132886157181916,197
33,2020-02-20,60.796665,264523500,0,0,0.15089487289620243,0.6635225205226605,0.18558260935756757,134
34,2020-02-21,60.465332,214722000,0,0,0.17950615439812753,0.6594717763873966,0.16102207021391327,132
35,2020-02-24,55.933334,227883000,0,0,0.161605591225879,0.6574377335895709,0.18095667566926693,110
36,2020-02-25,56.599998,259357500,0,0,0.14940538946299925,0.6442042055919157,0.20639041137928502,138
